index,equity
1391,1145001.84
1392,1138787.94
1393,1139108.32
1394,1137849.32
1395,1123729.32
1396,1118449.12
1397,1155393.58
1398,1145009.91
1399,1147027.41
1400,1129004.68
1401,1126656.31
1402,1125542.57
1403,1126325.44
1404,1147904.62
1405,1133340.69
1406,1142417.02
1407,1143234.43
1408,1142621.19
1409,1134341.37
1410,1150029.45
1411,1164787.06
1412,1150505.50
1413,1150357.82
1414,1149260.38
1415,1143893.83
1416,1150543.51
1417,1142287.82
1418,1144679.04
1419,1146387.46
1420,1149924.54
1421,1154998.07
1422,1139979.88
1423,1160940.09
1424,1162933.38
1425,1162140.10
1426,1189836.34
1427,1192120.07
1428,1212206.38
1429,1214240.02
1430,1208432.04
1431,1211463.94
1432,1220599.18
1433,1211528.50
1434,1224545.41
1435,1232303.10
1436,1220897.77
1437,1218404.14
1438,1207695.25
1439,1215813.67
1440,1212943.17
1441,1208833.12
1442,1232359.59
1443,1249024.14
1444,1233898.54
1445,1245987.32
1446,1242091.93
1447,1234027.66
1448,1227033.39
1449,1234344.81
1450,1232050.51
1451,1250452.53
1452,1252203.72
1453,1225723.63
1454,1216058.19
1455,1215571.57
1456,1207802.50
1457,1200343.48
1458,1205233.82
1459,1209123.64
1460,1201614.50
1461,1215775.74
1462,1209263.25
1463,1211488.07
1464,1203708.67
1465,1210552.03
1466,1224289.59
1467,1222471.42
1468,1227676.57
1469,1236418.80
1470,1216079.98
1471,1216314.01
1472,1208068.89
1473,1207800.16
1474,1189553.89
1475,1196029.26
1476,1210874.83
1477,1217510.79
1478,1214363.49
1479,1217371.18
1480,1204451.11
1481,1217895.73
1482,1220157.75
1483,1206032.83
1484,1201693.59
1485,1198414.75
1486,1203781.30
1487,1196268.13
1488,1202829.04
1489,1205080.57
1490,1202500.59
1491,1204033.89
1492,1198035.46
1493,1201822.71
1494,1204475.32
1495,1213056.96
1496,1214282.79
1497,1214062.48
1498,1204160.59
1499,1200585.58
1500,1207011.72
1501,1220754.93
1502,1222191.39
1503,1221272.94
1504,1216257.52
1505,1198285.63
1506,1202992.86
1507,1185575.38
1508,1177392.32
1509,1179417.89
1510,1175030.31
1511,1177233.42
1512,1181437.89
1513,1186037.79
1514,1184978.20
1515,1185900.60
1516,1188047.22
1517,1190312.39
1518,1190215.63
1519,1182688.74
1520,1180055.50
1521,1178949.91
1522,1173672.13
1523,1178960.40
1524,1176036.64
1525,1175350.69
1526,1181397.54
1527,1180023.14
1528,1180701.10
1529,1191982.96
1530,1191135.61
1531,1191458.41
1532,1178441.50
1533,1178530.27
1534,1179466.39
1535,1181677.57
1536,1190282.61
1537,1182670.18
1538,1191087.19
1539,1189943.67
1540,1190958.07
1541,1191167.89
1542,1191283.29
1543,1193451.70
1544,1192967.50
1545,1193492.05
1546,1199127.25
1547,1209640.12
1548,1210374.49
1549,1219880.95
1550,1219590.43
1551,1221761.26
1552,1222858.78
1553,1224545.41
1554,1225651.00
1555,1234078.50
1556,1252467.61
1557,1266695.02
1558,1262283.15
1559,1287523.69
1560,1257688.82
1561,1253379.52
1562,1260755.50
1563,1258611.30
1564,1247351.23
1565,1250837.39
1566,1256284.64
1567,1253008.30
1568,1256849.62
1569,1256857.69
1570,1260247.09
1571,1256510.68
1572,1260416.56
1573,1260029.20
1574,1268559.19
1575,1277605.66
1576,1276306.39
1577,1266081.70
1578,1273029.89
1579,1271488.60
1580,1282980.28
1581,1282996.42
1582,1274426.08
1583,1254487.53
1584,1256091.04
1585,1263951.14
1586,1267544.79
1587,1271214.14
1588,1268914.27
1589,1265000.32
1590,1267157.43
1591,1273234.14
1592,1278398.94
1593,1277777.55
1594,1278848.44
1595,1292244.64
1596,1299903.07
1597,1309377.25
1598,1326415.44
1599,1344425.26
1600,1335031.78
1601,1323695.85
1602,1326705.96
1603,1328446.66
1604,1279841.05
1605,1279324.57
1606,1285054.27
1607,1328513.64
1608,1321078.75
1609,1351714.89
1610,1350948.24
1611,1372357.95
1612,1345191.91
1613,1333772.86
1614,1326824.59
1615,1272725.73
1616,1234578.84
1617,1257263.61
1618,1216701.37
1619,1241212.38
1620,1209190.62
1621,1187700.21
1622,1209844.29
1623,1203934.63
1624,1264814.71
1625,1315889.74
1626,1299784.44
1627,1312373.64
1628,1312696.44
1629,1312898.19
1630,1304561.88
1631,1274355.87
1632,1284338.46
1633,1301662.33
1634,1305352.74
1635,1307055.43
1636,1340822.00
1637,1329804.84
1638,1329578.88
1639,1357888.44
1640,1360809.78
1641,1386020.46
1642,1392532.95
1643,1384785.75
1644,1384680.84
1645,1357767.39
1646,1352400.84
1647,1364925.48
1648,1362143.75
1649,1381622.31
1650,1395083.07
1651,1394647.29
1652,1392428.04
1653,1379887.26
1654,1376148.43
1655,1383169.33
1656,1362493.99
1657,1371341.13
1658,1371766.42
1659,1375131.61
1660,1375198.59
1661,1363946.59
1662,1383688.23
1663,1373431.26
1664,1377302.44
1665,1370499.43
1666,1374284.26
1667,1387013.07
1668,1398674.22
1669,1405888.80
1670,1419163.95
1671,1400253.52
1672,1409415.39
1673,1410566.98
1674,1393170.48
1675,1399448.94
1676,1396914.96
1677,1393816.08
1678,1382614.92
1679,1381121.97
1680,1389827.08
1681,1395451.87
1682,1404336.94
1683,1405896.87
1684,1393644.19
1685,1372656.54
1686,1382154.93
1687,1359994.71
1688,1357151.65
1689,1370025.72
1690,1382943.37
1691,1400882.98
1692,1393845.94
1693,1396285.50
1694,1398625.80
1695,1391685.60
1696,1393611.91
1697,1394499.61
1698,1390999.65
1699,1407212.28
1700,1411858.18
1701,1416968.91
1702,1427610.82
1703,1422260.41
1704,1425353.64
1705,1429509.69
1706,1429759.86
1707,1431212.46
1708,1439121.06
1709,1427258.16
1710,1433238.03
1711,1432673.13
1712,1433028.21
1713,1441493.64
1714,1448383.00
1715,1460286.25
1716,1456019.64
1717,1451452.02
1718,1452936.90
1719,1454776.86
1720,1460401.65
1721,1463435.97
1722,1451500.44
1723,1460458.14
1724,1460078.85
1725,1467366.06
1726,1487742.81
1727,1509432.55
1728,1522161.36
1729,1534581.09
1730,1544617.75
1731,1586081.41
1732,1578853.11
1733,1587278.19
1734,1579528.57
1735,1594678.38
1736,1599751.99
1737,1594331.37
1738,1639262.71
1739,1643727.84
1740,1670221.65
1741,1642073.49
1742,1636212.25
1743,1637078.16
1744,1540945.90
1745,1551237.57
1746,1579907.86
1747,1569201.39
1748,1559870.05
1749,1601261.08
1750,1618555.09
1751,1555942.38
1752,1576165.80
1753,1565666.73
1754,1561960.18
1755,1557570.10
1756,1557553.96
1757,1576690.35
1758,1556184.48
1759,1585688.40
1760,1592593.90
1761,1588375.71
1762,1592176.68
1763,1569661.38
1764,1556173.99
1765,1560566.49
1766,1561306.51
1767,1558282.68
1768,1557992.16
1769,1571856.42
1770,1569048.06
1771,1565109.90
1772,1568182.15
1773,1579789.23
1774,1577139.85
1775,1581871.29
1776,1571638.53
1777,1573817.43
1778,1572711.84
1779,1547428.53
1780,1537034.37
1781,1497233.13
1782,1507641.01
1783,1502220.39
1784,1503390.54
1785,1519530.54
1786,1531006.08
1787,1523630.10
1788,1536267.72
1789,1532781.48
1790,1536047.41
1791,1543980.22
1792,1517510.62
1793,1523097.48
1794,1529852.07
1795,1557596.73
1796,1557096.39
1797,1553882.11
1798,1528308.28
1799,1532246.44
1800,1538785.56
1801,1532862.18
1802,1534250.22
1803,1536055.48
1804,1542312.15
1805,1550850.21
1806,1537663.83
1807,1534710.21
1808,1532415.91
1809,1535428.44
1810,1537863.16
1811,1517163.61
1812,1508149.42
1813,1516294.47
1814,1515154.18
1815,1529440.50
1816,1545279.49
1817,1537500.01
1818,1570863.81
1819,1574285.49
1820,1580884.33
1821,1510064.43
1822,1514728.89
1823,1505819.61
1824,1514059.08
1825,1524243.42
1826,1525943.77
1827,1525421.64
1828,1519600.75
1829,1510489.72
1830,1503831.97
1831,1509741.63
1832,1511097.39
1833,1481615.26
1834,1460304.81
1835,1459602.72
1836,1460377.44
1837,1442219.94
1838,1442195.73
1839,1435826.08
1840,1461989.02
1841,1477596.40
1842,1485047.43
1843,1483828.86
1844,1481517.61
1845,1504558.27
1846,1509480.97
1847,1480641.21
1848,1482473.10
1849,1484466.39
1850,1483578.69
1851,1475000.28
1852,1495164.79
1853,1504961.77
1854,1520415.82
1855,1518231.27
1856,1519955.83
1857,1516727.83
1858,1504760.02
1859,1511525.10
1860,1516848.88
1861,1524090.09
1862,1514815.24
1863,1516472.01
1864,1529642.25
1865,1531891.36
1866,1544214.25
1867,1567321.08
1868,1574132.16
1869,1553050.90
1870,1546949.98
1871,1492140.96
1872,1489039.66
1873,1491065.23
1874,1500402.22
1875,1491944.86
1876,1490728.71
1877,1475169.75
1878,1461327.28
1879,1483003.30
1880,1485908.50
1881,1509335.71
1882,1509025.82
1883,1497539.79
1884,1498785.80
1885,1497698.77
1886,1494349.72
1887,1485127.32
1888,1488321.43
1889,1490962.74
1890,1498103.88
1891,1499466.10
1892,1482309.28
1893,1480614.58
1894,1449585.43
1895,1464331.74
1896,1467428.20
1897,1477510.05
1898,1482075.25
1899,1486828.48
1900,1474513.66
1901,1472078.94
1902,1469749.94
1903,1468001.17
1904,1443524.86
1905,1435309.60
1906,1429951.93
1907,1439597.19
1908,1439397.86
1909,1461335.35
1910,1457598.94
1911,1455387.76
1912,1428603.43
1913,1399077.72
1914,1403836.60
1915,1392393.34
1916,1401682.72
1917,1380666.82
1918,1367610.37
1919,1371809.19
1920,1378496.80
1921,1359830.08
1922,1385000.41
1923,1393748.29
1924,1390529.17
1925,1394050.11
1926,1392659.65
1927,1397003.73
1928,1397784.10
1929,1411340.89
1930,1400632.00
1931,1408495.41
1932,1403032.02
1933,1403927.79
1934,1394120.32
1935,1400134.89
1936,1394259.93
1937,1397964.06
1938,1397324.11
1939,1381864.41
1940,1360511.19
1941,1378232.91
1942,1395540.64
1943,1394865.18
1944,1395946.56
1945,1407121.09
1946,1401934.50
1947,1415917.39
1948,1407018.60
1949,1405929.15
1950,1398012.48
1951,1409856.82
1952,1401781.17
1953,1423817.92
1954,1433423.64
1955,1434171.73
1956,1430403.04
1957,1434303.27
1958,1447723.68
1959,1439314.74
1960,1434287.13
1961,1432656.99
1962,1436834.83
1963,1433130.70
1964,1439925.64
1965,1431260.88
1966,1427516.40
1967,1427965.90
1968,1446916.68
1969,1435715.52
1970,1441033.65
1971,1464807.87
1972,1477703.73
1973,1482172.09
1974,1482115.60
1975,1481601.54
1976,1467132.03
1977,1473128.04
1978,1487444.22
1979,1490928.04
1980,1508577.13
1981,1509505.18
1982,1506099.64
1983,1512638.76
1984,1518279.69
1985,1520327.05
1986,1515414.84
1987,1532232.72
1988,1530529.95
1989,1532006.76
1990,1535831.94
1991,1536719.64
1992,1540149.39
1993,1532722.57
1994,1539899.22
1995,1510185.48
1996,1526196.36
1997,1524977.79
1998,1532612.01
1999,1528276.00
2000,1524493.59
2001,1532265.00
2002,1515172.74
2003,1512377.29
2004,1506868.71
2005,1499627.50
2006,1468076.22
2007,1434141.87
2008,1423295.79
2009,1428218.49
2010,1439677.89
2011,1434787.47
2012,1434615.58
2013,1432939.44
2014,1437611.97
2015,1438338.27
2016,1435255.53
2017,1421810.91
2018,1427282.37
2019,1433165.40
2020,1442486.25
2021,1441784.16
2022,1445827.23
2023,1449305.40
2024,1455616.14
2025,1455938.94
2026,1459320.27
2027,1458133.98
2028,1458642.39
2029,1457795.04
2030,1474185.21
2031,1476727.26
2032,1462314.24
2033,1465574.52
2034,1462177.05
2035,1460780.94
2036,1454970.54
2037,1458674.67
2038,1454365.29
2039,1453154.79
2040,1451072.73
2041,1452840.06
2042,1460450.07
2043,1477316.37
2044,1463807.19
2045,1464143.71
2046,1462997.77
2047,1461918.81
2048,1462290.03
2049,1455742.84
2050,1422787.38
2051,1387607.83
2052,1397630.77
2053,1393937.13
2054,1414448.65
2055,1415330.70
2056,1436223.93
2057,1435868.85
2058,1442833.26
2059,1441735.74
2060,1442817.12
2061,1435989.90
2062,1437224.61
2063,1435675.17
2064,1456810.50
2065,1454373.36
2066,1446179.89
2067,1447683.33
2068,1466034.51
2069,1467817.98
2070,1461345.84
2071,1464654.54
2072,1463532.81
2073,1460595.33
2074,1475016.42
2075,1475177.82
2076,1471917.54
2077,1449450.66
2078,1445447.94
2079,1448688.85
2080,1442542.74
2081,1442728.35
2082,1447295.97
2083,1455914.73
2084,1448934.18
2085,1415693.85
2086,1415459.82
2087,1415884.30
2088,1424651.55
2089,1432677.97
2090,1426238.11
2091,1409512.23
2092,1412546.55
2093,1412199.54
2094,1413616.63
2095,1400737.72
2096,1395478.50
2097,1415048.25
2098,1420794.09
2099,1423182.81
2100,1427134.69
2101,1420092.00
2102,1423868.76
2103,1416702.60
2104,1417977.66
2105,1415774.55
2106,1415225.79
2107,1420955.49
2108,1446246.87
2109,1449192.42
2110,1426088.01
2111,1429490.32
2112,1423849.39
2113,1427653.59
2114,1437958.98
2115,1440538.15
2116,1446238.80
2117,1448401.56
2118,1459271.85
2119,1447723.68
2120,1450185.03
2121,1452578.59
2122,1439266.32
2123,1436821.11
2124,1446521.25
2125,1442534.67
2126,1434566.35
2127,1445904.70
2128,1467188.52
2129,1465675.40
2130,1472772.96
2131,1477054.10
2132,1492089.31
2133,1503188.79
2134,1505004.54
2135,1505803.47
2136,1503237.21
2137,1493512.86
2138,1506562.05
2139,1500969.54
2140,1489451.23
2141,1489211.55
2142,1460199.90
2143,1445504.43
2144,1444544.10
2145,1446965.10
2146,1447075.66
2147,1449302.98
2148,1442249.80
2149,1431285.09
2150,1438182.52
2151,1427885.20
2152,1439104.92
2153,1439094.43
2154,1437520.78
2155,1440565.59
2156,1439562.49
2157,1433802.93
2158,1438701.42
2159,1439355.09
2160,1441429.08
2161,1430687.91
2162,1436326.42
2163,1451903.94
2164,1451145.36
2165,1452953.04
2166,1446147.61
2167,1445292.19
2168,1455874.38
2169,1459737.49
2170,1458787.65
2171,1462900.12
2172,1458182.40
2173,1456614.40
2174,1465574.52
2175,1476444.81
2176,1475876.68
2177,1456245.60
2178,1464121.92
2179,1461208.65
2180,1445956.35
2181,1449612.06
2182,1448998.74
2183,1453873.02
2184,1469609.52
2185,1473305.58
2186,1469722.50
2187,1467051.33
2188,1466123.28
2189,1468277.97
2190,1464420.51
2191,1483995.10
2192,1484313.06
2193,1480697.70
2194,1480915.59
2195,1488130.17
2196,1492859.19
2197,1470610.20
2198,1450701.51
2199,1445754.60
2200,1444447.26
2201,1451177.64
2202,1453461.45
2203,1459253.29
2204,1457520.66
2205,1459094.31
2206,1461011.74
2207,1470650.55
2208,1473846.27
2209,1479228.96
2210,1474548.36
2211,1499718.69
2212,1500934.03
2213,1510250.04
2214,1495643.34
2215,1509313.92
2216,1533596.55
2217,1531893.78
2218,1537534.71
2219,1541319.54
2220,1532200.44
2221,1542267.77
2222,1538858.19
2223,1524437.10
2224,1541795.67
2225,1538680.65
2226,1567740.72
2227,1556830.08
2228,1561784.25
2229,1590062.34
2230,1605201.66
2231,1613271.66
2232,1649618.94
2233,1606105.50
2234,1610495.58
2235,1604911.14
2236,1593500.16
2237,1575705.81
2238,1548102.38
2239,1555401.69
2240,1569023.85
2241,1550801.79
2242,1548977.97
2243,1562333.82
2244,1549466.21
2245,1570791.18
2246,1581433.09
2247,1580249.22
2248,1579744.85
2249,1552996.83
2250,1546823.28
2251,1561099.11
2252,1563291.73
2253,1553690.85
2254,1553529.45
2255,1559057.40
2256,1550253.03
2257,1552766.03
2258,1560203.34
2259,1571735.37
2260,1569669.45
2261,1576173.87
2262,1586761.71
2263,1595884.04
2264,1592781.93
2265,1603598.96
2266,1595880.81
2267,1573736.73
2268,1579421.24
2269,1574729.34
2270,1558476.36
2271,1559928.96
2272,1533096.21
2273,1538902.58
2274,1522004.00
2275,1530005.40
2276,1530263.64
2277,1531369.23
2278,1503915.09
2279,1508095.35
2280,1528702.90
2281,1512775.95
2282,1520095.44
2283,1518465.30
2284,1497028.96
2285,1479999.65
2286,1496543.15
2287,1470142.14
2288,1461612.15
2289,1463548.95
2290,1474181.98
2291,1464638.40
2292,1465856.97
2293,1486843.81
2294,1489905.57
2295,1490292.93
2296,1496377.71
2297,1507342.42
2298,1496498.76
2299,1495465.80
2300,1495635.27
2301,1493145.68
2302,1495247.91
2303,1482311.70
2304,1490007.25
2305,1509257.43
2306,1493617.77
2307,1494521.61
2308,1484700.42
2309,1496135.61
2310,1495477.91
2311,1490757.76
2312,1510322.67
2313,1515039.59
2314,1469843.55
2315,1461688.82
2316,1480197.36
2317,1493856.64
2318,1484288.85
2319,1483917.63
2320,1484458.32
2321,1478274.28
2322,1482392.40
2323,1472724.54
2324,1473862.41
2325,1477953.90
2326,1471913.51
2327,1467761.49
2328,1468136.75
2329,1458182.40
2330,1461547.59
2331,1459389.67
2332,1460345.16
2333,1428271.75
2334,1404428.13
2335,1405888.80
2336,1406058.27
2337,1406050.20
2338,1399009.93
2339,1392645.93
2340,1398049.60
2341,1381578.73
2342,1378587.99
2343,1380505.42
2344,1378867.21
2345,1380274.62
2346,1368508.56
2347,1386850.06
2348,1393775.73
2349,1392145.59
2350,1387529.55
2351,1386670.90
2352,1403467.80
2353,1416468.57
2354,1425313.29
2355,1422391.95
2356,1430526.51
2357,1418009.94
2358,1423632.31
2359,1447559.05
2360,1432592.43
2361,1432366.47
2362,1444145.44
2363,1448127.18
2364,1446158.10
2365,1443979.20
2366,1454429.85
2367,1452200.11
2368,1435550.89
2369,1433213.82
2370,1424641.06
2371,1419406.05
2372,1409818.89
2373,1409044.17
2374,1400607.79
2375,1409310.48
2376,1413377.76
2377,1417692.79
2378,1402426.77
2379,1400260.78
2380,1404048.84
2381,1391015.79
2382,1379411.13
2383,1369888.53
2384,1381396.35
2385,1378746.97
2386,1383534.90
2387,1375017.82
2388,1385633.10
2389,1380815.31
2390,1385156.97
2391,1387091.35
2392,1392595.09
2393,1373960.65
2394,1370183.89
2395,1341915.49
2396,1351230.69
2397,1354418.34
2398,1352632.45
2399,1345083.77
2400,1345613.97
2401,1350187.24
2402,1326778.59
2403,1327042.48
2404,1313793.96
2405,1314770.43
2406,1336863.67
2407,1343610.19
2408,1339997.25
2409,1343311.60
2410,1373035.83
2411,1392812.17
2412,1387021.14
2413,1381837.78
2414,1367822.61
2415,1369525.38
2416,1348083.39
2417,1343206.69
2418,1351666.47
2419,1342714.42
2420,1326794.73
2421,1329845.19
2422,1332403.38
2423,1330344.72
2424,1313398.53
2425,1313245.20
2426,1337834.49
2427,1340941.44
2428,1333226.52
2429,1334041.59
2430,1345952.91
2431,1341409.50
2432,1327504.89
2433,1326592.98
2434,1317619.14
2435,1329272.22
2436,1318692.45
2437,1315472.52
2438,1357081.44
2439,1350124.29
2440,1351246.75
2441,1381468.17
2442,1377417.84
2443,1414321.95
2444,1429751.79
2445,1423416.84
2446,1428218.49
2447,1437377.94
2448,1431801.57
2449,1420697.25
2450,1412966.19
2451,1414385.70
2452,1403249.91
2453,1405380.39
2454,1414418.79
2455,1416847.05
2456,1416209.52
2457,1413223.62
2458,1405469.16
2459,1411616.08
2460,1431406.14
2461,1454688.09
2462,1450774.14
2463,1452016.92
2464,1428104.70
2465,1429428.99
2466,1442397.48
2467,1444180.95
2468,1449280.38
2469,1448837.34
2470,1438400.41
2471,1460722.03
2472,1459108.03
2473,1434010.33
2474,1447021.59
2475,1445703.76
2476,1442604.88
2477,1466822.95
2478,1464974.92
2479,1447680.91
2480,1451540.79
2481,1454354.80
2482,1462949.35
2483,1457590.87
2484,1465015.27
2485,1471929.65
2486,1476636.07
2487,1482327.84
2488,1497095.94
2489,1479404.08
2490,1505932.59
2491,1509150.10
2492,1509819.91
2493,1515267.16
2494,1515008.92
2495,1532044.69
2496,1549349.19
2497,1547288.92
2498,1548095.92
2499,1540601.31
2500,1539178.57
2501,1559176.03
2502,1554110.49
2503,1555617.16
2504,1558893.58
2505,1563493.48
2506,1572572.23
2507,1558433.59
2508,1555966.59
2509,1556997.13
2510,1551436.90
2511,1555643.79
2512,1576453.90
2513,1545820.18
2514,1505085.24
2515,1505792.98
2516,1508230.12
2517,1511797.06
2518,1513402.99
2519,1503275.14
2520,1505206.29
2521,1503511.59
2522,1496859.49
2523,1497238.78
2524,1482317.35
2525,1480638.79
2526,1486806.69
2527,1484141.17
2528,1486626.73
2529,1481591.05
2530,1473214.39
2531,1471648.81
2532,1461601.66
2533,1462376.38
2534,1466798.74
2535,1473488.77
2536,1482430.33
2537,1483471.36
2538,1498023.99
2539,1495164.79
2540,1490322.79
2541,1464184.06
2542,1465241.23
2543,1478346.91
2544,1507425.54
2545,1515678.73
2546,1543383.04
2547,1536082.11
2548,1550726.74
2549,1550855.86
2550,1604547.99
2551,1595749.27
2552,1595450.68
2553,1568424.25
2554,1589825.89
2555,1607297.44
2556,1596631.32
2557,1594756.66
2558,1580529.25
2559,1591665.85
2560,1584653.02
2561,1596951.70
2562,1589174.64
2563,1579689.97
2564,1602167.34
2565,1631951.29
2566,1630668.16
2567,1619621.14
2568,1618718.91
2569,1608160.93
2570,1618119.31
2571,1628981.53
2572,1646412.73
2573,1617217.89
2574,1616626.36
2575,1609476.34
2576,1618920.66
2577,1609258.45
2578,1618587.37
2579,1600069.14
2580,1601971.24
2581,1610307.55
2582,1614495.88
2583,1607604.10
2584,1603762.78
2585,1605960.24
2586,1603700.64
2587,1599332.35
2588,1627133.50
2589,1656193.57
2590,1654547.29
2591,1627547.49
2592,1627286.83
2593,1631491.30
2594,1643611.63
2595,1639749.33
2596,1627487.77
2597,1622301.99
2598,1622064.73
2599,1625971.42
2600,1606022.38
2601,1600373.38
2602,1580739.07
2603,1596195.54
2604,1598815.87
2605,1589898.52
2606,1594175.62
2607,1581885.01
2608,1566350.26
2609,1570645.92
2610,1568892.31
2611,1567054.77
2612,1580806.05
2613,1587154.72
2614,1595749.27
2615,1572219.57
2616,1573443.79
2617,1583079.37
2618,1584774.07
2619,1569529.84
2620,1586371.93
2621,1582758.99
2622,1582038.34
2623,1581997.99
2624,1569037.57
2625,1570159.30
2626,1580601.88
2627,1579982.91
2628,1579722.25
2629,1575969.70
2630,1563719.44
2631,1560935.29
2632,1545287.56
2633,1550148.12
2634,1554059.65
2635,1551687.07
2636,1546110.70
2637,1541359.89
2638,1540655.38
2639,1549462.17
2640,1548305.74
2641,1550767.09
2642,1554874.72
2643,1547224.36
2644,1542971.47
2645,1552932.27
2646,1553688.43
2647,1553656.15
2648,1560515.65
2649,1580246.80
2650,1582040.76
2651,1577876.64
2652,1576679.86
2653,1578366.49
2654,1596152.77
2655,1596394.87
2656,1591891.81
2657,1583267.40
2658,1582944.60
2659,1577551.42
2660,1586339.65
2661,1591706.20
2662,1571934.70
2663,1580876.26
2664,1580400.13
2665,1585193.71
2666,1575695.32
2667,1562718.76
2668,1562541.22
2669,1568047.38
2670,1569029.50
2671,1563235.24
2672,1554199.26
2673,1547038.75
2674,1543633.21
2675,1544491.05
